"","mean","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"const",19.970090008425,0.734256502962884,0.148347966509219,-0.189832438403302,-0.0693216409521839,0.0449086882946354,0.0221390485813631,0.428731445723329,-0.0940902087068446,-0.229389898912388,-0.328926372543527,0.0980102073913617,-0.180082179577342
"sin1",-13.0128988069035,0.481368997921133,0.0390380410109547,0.0878688434461667,0.291517168327087,-0.193609366509343,-0.357377952083867,-0.574099069045899,0.179064347765156,-0.160582019646582,0.0640295151636504,-0.302669763270312,0.160324694032803
"cos1",-37.5091074536569,0.355049273690105,-0.00973694065013448,0.100365313453334,-0.449269463710456,0.0306304889259639,0.133344006911785,0.119984039829786,0.241136017951384,0.183980680310973,0.670116063178945,0.0913110613308534,0.281824802481391
"sin2",-1.05045507363489,0.16999761933858,-0.0670729347678158,0.52460710277726,0.275442597708112,-0.00101239487927061,-0.140030886678469,-0.0768969532629817,-0.0764420811494234,0.308641601257208,0.0242571238023468,0.645366878712227,-0.2679703945305
"cos2",-2.17150630084221,0.00889670884221264,0.678460654420892,0.469275666802021,-0.0600822022745254,-0.104263459976222,0.237413362961369,0.0168338727458723,-0.316266594755796,0.175285278734613,-0.107331476648145,-0.290633721216174,0.146716118368825
"sin3",-0.923577999829746,-0.106858116400444,-0.124581538126671,0.451103409611807,0.33942236658133,-0.0429053794724569,-0.0386063829191814,0.543694296300338,0.452045653811147,-0.279303323106683,-0.0266333430985255,-0.163072835983139,0.213930918220824
"cos3",-0.202984175741064,-0.172557638745525,0.50555693644665,0.0187151818415224,-0.0703568090657667,0.207871402301712,0.017388756832978,-0.181921102707912,0.257637021341679,-0.594274746255058,0.222958026704435,0.280774801927337,-0.290935474747981
"sin4",-0.328115911257349,0.0936254834265257,-0.0781493823713109,0.0524594938962261,0.292260102212814,0.776493421226017,-0.0346700836267715,0.0554943145813222,-0.270322783864479,0.0405172434710621,0.293256980001296,-0.325416080554608,-0.152065689385467
"cos4",0.543302867757015,-0.0274052861904227,0.348001982729889,-0.202496331649422,0.00561184939470681,0.354865298618504,-0.23400826754164,0.00594302899611415,0.548103385791235,0.501316358413358,-0.302540255920786,0.0375548273883279,0.108195932655853
"sin5",0.41871335369272,0.110811022477606,-0.0801453469139674,-0.0709479806505751,0.27908807033045,0.22561110084035,0.661139773681227,-0.256706469634933,0.0511239337009016,-0.106536771513947,-0.182721397613816,0.273831740124131,0.471311809380186
"cos5",-0.25623389123956,-0.0513776464516363,0.325707587055332,-0.440742907658036,0.553400585043285,-0.274144617320891,-0.0801685928093455,0.255966448035714,-0.164221157705552,0.110500179624978,0.392067965497977,0.16069102212095,0.157954162680831
"sin6",0.530526986263035,0.0921011677161462,-0.0271417658463343,-0.0620323958310446,0.197846561094735,-0.220703550380648,0.526069362640582,-0.0526893519130236,0.348241841204433,0.232523761356362,0.107188583544172,-0.275576267850367,-0.597313040969725
"cos6",2.91795992902389e-05,-1.07242912240645e-07,-8.17831601583597e-06,-5.65675352941958e-06,7.24244263579509e-07,1.25681499565204e-06,-2.86183361683872e-06,-2.02919255586499e-07,3.81234805670908e-06,-2.11292783802094e-06,1.29379755503443e-06,3.50336368899355e-06,-1.76854880448905e-06
